"InstallKey","ComponentSerial","ComponentCode","TailNumber","BaseCode","LeadTimeFlightHours","IsFailure","RemovedDate","Alerted","AlertDate","AlertVibRatio","LeadTimeGivenFlightHours","LeadTimeGivenStressHours","TruePositive","ActionableTruePositive","LateTruePositive","FalsePositive","FalseNegative","TrueNegative"
"324","MOTOR-ESC-00084","MOTOR-ESC","MU-007","ACADEMY","12.0","1","9/27/2025 12:00:00 AM","1","8/29/2025 12:00:00 AM","3.4854","12.4001","23.5587","1","1","0","0","0","0"
"326","MOTOR-ESC-00086","MOTOR-ESC","MU-007","ACADEMY","12.0","0","10/8/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"328","MOTOR-ESC-00088","MOTOR-ESC","MU-007","ACADEMY","12.0","0","10/8/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"330","MOTOR-ESC-00090","MOTOR-ESC","MU-007","ACADEMY","12.0","1","8/5/2024 12:00:00 AM","1","7/31/2024 12:00:00 AM","3.6987","1.6500","3.8857","1","0","1","0","0","0"
"331","MOTOR-ESC-00091","MOTOR-ESC","MU-007","ACADEMY","12.0","1","10/4/2024 12:00:00 AM","1","10/4/2024 12:00:00 AM","3.8725","0.0000","0.0000","1","0","1","0","0","0"
"332","MOTOR-ESC-00092","MOTOR-ESC","MU-007","ACADEMY","12.0","0","2/27/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"366","MOTOR-ESC-00094","MOTOR-ESC","MU-008","HIGHLND","12.0","0","1/31/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"367","MOTOR-ESC-00095","MOTOR-ESC","MU-008","HIGHLND","12.0","1","10/10/2025 12:00:00 AM","1","10/6/2025 12:00:00 AM","3.4790","5.9334","12.2702","1","0","1","0","0","0"
"368","MOTOR-ESC-00096","MOTOR-ESC","MU-008","HIGHLND","12.0","0","8/19/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"370","MOTOR-ESC-00098","MOTOR-ESC","MU-008","HIGHLND","12.0","0","1/31/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"371","MOTOR-ESC-00099","MOTOR-ESC","MU-008","HIGHLND","12.0","0","11/28/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"373","MOTOR-ESC-00101","MOTOR-ESC","MU-008","HIGHLND","12.0","1","6/12/2024 12:00:00 AM","1","6/10/2024 12:00:00 AM","3.5423","2.6000","5.8276","1","0","1","0","0","0"
"374","MOTOR-ESC-00102","MOTOR-ESC","MU-008","HIGHLND","12.0","1","11/21/2024 12:00:00 AM","1","11/19/2024 12:00:00 AM","3.6228","3.7166","6.6137","1","0","1","0","0","0"
"375","MOTOR-ESC-00103","MOTOR-ESC","MU-008","HIGHLND","12.0","0","10/11/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"376","MOTOR-ESC-00104","MOTOR-ESC","MU-008","HIGHLND","12.0","0","8/21/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"378","MOTOR-ESC-00106","MOTOR-ESC","MU-008","HIGHLND","12.0","1","6/10/2024 12:00:00 AM","1","6/6/2024 12:00:00 AM","3.5155","2.9000","6.5434","1","0","1","0","0","0"
"379","MOTOR-ESC-00107","MOTOR-ESC","MU-008","HIGHLND","12.0","0","5/22/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"380","MOTOR-ESC-00108","MOTOR-ESC","MU-008","HIGHLND","12.0","0","2/20/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"381","MOTOR-ESC-00109","MOTOR-ESC","MU-008","HIGHLND","12.0","1","8/27/2026 12:00:00 AM","1","8/21/2026 12:00:00 AM","3.4644","5.0333","11.3279","1","0","1","0","0","0"
"424","MOTOR-ESC-00111","MOTOR-ESC","MU-009","COASTAL","12.0","0","11/18/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"425","MOTOR-ESC-00112","MOTOR-ESC","MU-009","COASTAL","12.0","0","9/20/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"426","MOTOR-ESC-00113","MOTOR-ESC","MU-009","COASTAL","12.0","1","5/15/2026 12:00:00 AM","1","5/9/2026 12:00:00 AM","3.4654","4.6167","7.8158","1","0","1","0","0","0"
"428","MOTOR-ESC-00115","MOTOR-ESC","MU-009","COASTAL","12.0","0","11/18/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"429","MOTOR-ESC-00116","MOTOR-ESC","MU-009","COASTAL","12.0","0","9/20/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"430","MOTOR-ESC-00117","MOTOR-ESC","MU-009","COASTAL","12.0","1","3/14/2026 12:00:00 AM","1","3/13/2026 12:00:00 AM","3.7369","1.9167","1.9567","1","0","1","0","0","0"
"432","MOTOR-ESC-00119","MOTOR-ESC","MU-009","COASTAL","12.0","0","11/18/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"433","MOTOR-ESC-00120","MOTOR-ESC","MU-009","COASTAL","12.0","0","9/20/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"434","MOTOR-ESC-00121","MOTOR-ESC","MU-009","COASTAL","12.0","0","7/27/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"436","MOTOR-ESC-00123","MOTOR-ESC","MU-009","COASTAL","12.0","0","11/18/2024 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"437","MOTOR-ESC-00124","MOTOR-ESC","MU-009","COASTAL","12.0","0","9/20/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"438","MOTOR-ESC-00125","MOTOR-ESC","MU-009","COASTAL","12.0","0","7/27/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"477","MOTOR-ESC-00127","MOTOR-ESC","MU-010","COASTAL","12.0","1","10/14/2024 12:00:00 AM","1","9/30/2024 12:00:00 AM","3.4595","5.9666","6.0466","1","0","1","0","0","0"
"478","MOTOR-ESC-00128","MOTOR-ESC","MU-010","COASTAL","12.0","0","10/15/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"479","MOTOR-ESC-00129","MOTOR-ESC","MU-010","COASTAL","12.0","0","9/8/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"481","MOTOR-ESC-00131","MOTOR-ESC","MU-010","COASTAL","12.0","0","3/21/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"482","MOTOR-ESC-00132","MOTOR-ESC","MU-010","COASTAL","12.0","0","4/16/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"484","MOTOR-ESC-00134","MOTOR-ESC","MU-010","COASTAL","12.0","0","3/21/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"485","MOTOR-ESC-00135","MOTOR-ESC","MU-010","COASTAL","12.0","0","4/16/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"487","MOTOR-ESC-00137","MOTOR-ESC","MU-010","COASTAL","12.0","0","3/21/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"488","MOTOR-ESC-00138","MOTOR-ESC","MU-010","COASTAL","12.0","1","3/12/2026 12:00:00 AM","1","3/3/2026 12:00:00 AM","3.4568","7.4501","9.3170","1","0","1","0","0","0"
"525","MOTOR-ESC-00140","MOTOR-ESC","MU-011","HIGHLND","12.0","1","10/16/2024 12:00:00 AM","1","10/9/2024 12:00:00 AM","3.4759","6.6667","13.1052","1","0","1","0","0","0"
"526","MOTOR-ESC-00141","MOTOR-ESC","MU-011","HIGHLND","12.0","1","8/16/2025 12:00:00 AM","1","7/25/2025 12:00:00 AM","3.4607","13.1000","29.8934","1","1","0","0","0","0"
"527","MOTOR-ESC-00142","MOTOR-ESC","MU-011","HIGHLND","12.0","1","12/10/2025 12:00:00 AM","1","12/6/2025 12:00:00 AM","3.7983","3.4667","6.0143","1","0","1","0","0","0"
"528","MOTOR-ESC-00143","MOTOR-ESC","MU-011","HIGHLND","12.0","1","8/10/2026 12:00:00 AM","1","7/29/2026 12:00:00 AM","3.4568","7.8667","18.9780","1","0","1","0","0","0"
"530","MOTOR-ESC-00145","MOTOR-ESC","MU-011","HIGHLND","12.0","0","4/11/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"531","MOTOR-ESC-00146","MOTOR-ESC","MU-011","HIGHLND","12.0","1","10/1/2025 12:00:00 AM","1","9/26/2025 12:00:00 AM","3.4535","4.0833","9.6477","1","0","1","0","0","0"
"532","MOTOR-ESC-00147","MOTOR-ESC","MU-011","HIGHLND","12.0","0","8/20/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"534","MOTOR-ESC-00149","MOTOR-ESC","MU-011","HIGHLND","12.0","0","4/11/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"535","MOTOR-ESC-00150","MOTOR-ESC","MU-011","HIGHLND","12.0","0","2/16/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"537","MOTOR-ESC-00152","MOTOR-ESC","MU-011","HIGHLND","12.0","1","2/28/2025 12:00:00 AM","1","2/13/2025 12:00:00 AM","3.4512","7.9000","17.8538","1","0","1","0","0","0"
"538","MOTOR-ESC-00153","MOTOR-ESC","MU-011","HIGHLND","12.0","1","12/31/2025 12:00:00 AM","1","12/8/2025 12:00:00 AM","3.5872","8.8167","18.6011","1","0","1","0","0","0"
"539","MOTOR-ESC-00154","MOTOR-ESC","MU-011","HIGHLND","12.0","1","3/11/2026 12:00:00 AM","1","3/5/2026 12:00:00 AM","3.6980","1.4833","3.7846","1","0","1","0","0","0"
"576","MOTOR-ESC-00156","MOTOR-ESC","MU-012","COASTAL","12.0","0","3/12/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"577","MOTOR-ESC-00157","MOTOR-ESC","MU-012","COASTAL","12.0","0","2/23/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"579","MOTOR-ESC-00159","MOTOR-ESC","MU-012","COASTAL","12.0","1","3/3/2025 12:00:00 AM","1","2/19/2025 12:00:00 AM","3.4075","7.3499","9.4989","1","0","1","0","0","0"
"580","MOTOR-ESC-00160","MOTOR-ESC","MU-012","COASTAL","12.0","1","12/12/2025 12:00:00 AM","1","12/6/2025 12:00:00 AM","3.6037","3.1167","3.7182","1","0","1","0","0","0"
"582","MOTOR-ESC-00162","MOTOR-ESC","MU-012","COASTAL","12.0","0","3/12/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"583","MOTOR-ESC-00163","MOTOR-ESC","MU-012","COASTAL","12.0","0","2/23/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"585","MOTOR-ESC-00165","MOTOR-ESC","MU-012","COASTAL","12.0","0","3/12/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"586","MOTOR-ESC-00166","MOTOR-ESC","MU-012","COASTAL","12.0","0","2/23/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"619","MOTOR-ESC-00168","MOTOR-ESC","MU-013","HIGHLND","12.0","0","6/3/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"621","MOTOR-ESC-00170","MOTOR-ESC","MU-013","HIGHLND","12.0","0","6/3/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"622","MOTOR-ESC-00171","MOTOR-ESC","MU-013","HIGHLND","12.0","1","10/24/2025 12:00:00 AM","1","10/20/2025 12:00:00 AM","3.5338","5.8667","7.8411","1","0","1","0","0","0"
"624","MOTOR-ESC-00173","MOTOR-ESC","MU-013","HIGHLND","12.0","0","6/3/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"626","MOTOR-ESC-00175","MOTOR-ESC","MU-013","HIGHLND","12.0","1","11/19/2024 12:00:00 AM","1","11/19/2024 12:00:00 AM","3.7864","0.0000","0.0000","1","0","1","0","0","0"
"627","MOTOR-ESC-00176","MOTOR-ESC","MU-013","HIGHLND","12.0","0","10/7/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"661","MOTOR-ESC-00178","MOTOR-ESC","MU-014","PORT","12.0","0","4/28/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"662","MOTOR-ESC-00179","MOTOR-ESC","MU-014","PORT","12.0","0","2/18/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"663","MOTOR-ESC-00180","MOTOR-ESC","MU-014","PORT","12.0","1","7/1/2026 12:00:00 AM","1","6/27/2026 12:00:00 AM","3.4478","6.3667","14.1828","1","0","1","0","0","0"
"665","MOTOR-ESC-00182","MOTOR-ESC","MU-014","PORT","12.0","0","4/28/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"666","MOTOR-ESC-00183","MOTOR-ESC","MU-014","PORT","12.0","1","12/1/2025 12:00:00 AM","1","11/24/2025 12:00:00 AM","3.5360","7.6334","16.9823","1","0","1","0","0","0"
"667","MOTOR-ESC-00184","MOTOR-ESC","MU-014","PORT","12.0","0","9/18/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"669","MOTOR-ESC-00186","MOTOR-ESC","MU-014","PORT","12.0","1","3/31/2025 12:00:00 AM","1","3/17/2025 12:00:00 AM","3.4603","10.0167","21.5794","1","0","1","0","0","0"
"670","MOTOR-ESC-00187","MOTOR-ESC","MU-014","PORT","12.0","0","1/10/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"672","MOTOR-ESC-00189","MOTOR-ESC","MU-014","PORT","12.0","0","4/28/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"673","MOTOR-ESC-00190","MOTOR-ESC","MU-014","PORT","12.0","0","2/18/2026 12:00:00 AM","1","2/17/2026 12:00:00 AM","3.4245","1.3000","2.1598","0","0","0","1","0","0"
"716","MOTOR-ESC-00192","MOTOR-ESC","MU-015","PORT","12.0","1","2/19/2025 12:00:00 AM","1","2/17/2025 12:00:00 AM","3.5731","5.4000","12.1277","1","0","1","0","0","0"
"717","MOTOR-ESC-00193","MOTOR-ESC","MU-015","PORT","12.0","1","9/24/2025 12:00:00 AM","1","9/17/2025 12:00:00 AM","3.7511","5.6834","12.9798","1","0","1","0","0","0"
"718","MOTOR-ESC-00194","MOTOR-ESC","MU-015","PORT","12.0","0","6/29/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"720","MOTOR-ESC-00196","MOTOR-ESC","MU-015","PORT","12.0","0","4/8/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"721","MOTOR-ESC-00197","MOTOR-ESC","MU-015","PORT","12.0","0","1/21/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"723","MOTOR-ESC-00199","MOTOR-ESC","MU-015","PORT","12.0","1","10/7/2024 12:00:00 AM","1","9/27/2024 12:00:00 AM","3.4500","6.7500","11.0917","1","0","1","0","0","0"
"724","MOTOR-ESC-00200","MOTOR-ESC","MU-015","PORT","12.0","0","7/26/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"725","MOTOR-ESC-00201","MOTOR-ESC","MU-015","PORT","12.0","0","5/1/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"727","MOTOR-ESC-00203","MOTOR-ESC","MU-015","PORT","12.0","0","4/8/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"728","MOTOR-ESC-00204","MOTOR-ESC","MU-015","PORT","12.0","0","1/21/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"729","MOTOR-ESC-00205","MOTOR-ESC","MU-015","PORT","12.0","1","7/9/2026 12:00:00 AM","1","7/7/2026 12:00:00 AM","3.7536","2.7333","6.2396","1","0","1","0","0","0"
"772","MOTOR-ESC-00207","MOTOR-ESC","MU-016","PORT","12.0","0","1/13/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"773","MOTOR-ESC-00208","MOTOR-ESC","MU-016","PORT","12.0","0","11/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"774","MOTOR-ESC-00209","MOTOR-ESC","MU-016","PORT","12.0","1","2/14/2026 12:00:00 AM","1","2/11/2026 12:00:00 AM","3.5606","3.5666","5.4349","1","0","1","0","0","0"
"776","MOTOR-ESC-00211","MOTOR-ESC","MU-016","PORT","12.0","0","1/13/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"777","MOTOR-ESC-00212","MOTOR-ESC","MU-016","PORT","12.0","0","11/29/2025 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"778","MOTOR-ESC-00213","MOTOR-ESC","MU-016","PORT","12.0","0","8/24/2026 12:00:00 AM","0","","","","","0","0","0","0","0","1"
"780","MOTOR-ESC-00215","MOTOR-ESC","MU-016","PORT","12.0","1","11/4/2024 12:00:00 AM","1","10/28/2024 12:00:00 AM","3.4321","7.0499","15.7096","1","0","1","0","0","0"
"781","MOTOR-ESC-00216","MOTOR-ESC","MU-016","PORT","12.0","1","7/24/2025 12:00:00 AM","1","7/9/2025 12:00:00 AM","3.5781","6.3667","13.8197","1","0","1","0","0","0"
"782","MOTOR-ESC-00217","MOTOR-ESC","MU-016","PORT","12.0","1","3/9/2026 12:00:00 AM","1","2/17/2026 12:00:00 AM","3.5278","11.3166","23.4430","1","0","1","0","0","0"
"784","MOTOR-ESC-00219","MOTOR-ESC","MU-016","PORT","12.0","1","11/9/2024 12:00:00 AM","1","11/7/2024 12:00:00 AM","3.4056","4.7666","10.7718","1","0","1","0","0","0"
"785","MOTOR-ESC-00220","MOTOR-ESC","MU-016","PORT","12.0","1","5/29/2025 12:00:00 AM","1","5/21/2025 12:00:00 AM","3.4306","7.9000","16.2279","1","0","1","0","0","0"
